"房间号","诊室","日期","月","日","星期","专科","医生","放号数","预约数","总接诊数","线上空号数","线下加号数"
"1","诊室1","2026-01-01 00:00:00","1","1","星期四","外科","季玲西","27","25","25","2","0"
"10","诊室10","2026-01-01 00:00:00","1","1","星期四","内科","孙艳争","15","14","14","1","0"
"11","诊室11","2026-01-01 00:00:00","1","1","星期四","中兽医专科","钟沅","18","16","16","2","0"
"2","诊室2","2026-01-01 00:00:00","1","1","星期四","外科","成安慰","18","17","17","1","0"
"201","诊室12","2026-01-01 00:00:00","1","1","星期四","眼科","李晶","18","18","27","0","9"
"207","诊室14","2026-01-01 00:00:00","1","1","星期四","猫科","王思莹","18","11","17","7","6"
"208","诊室15","2026-01-01 00:00:00","1","1","星期四","皮肤科","胡燕丽","27","24","30","3","6"
"209","诊室16","2026-01-01 00:00:00","1","1","星期四","内科","史婉婷","12","11","13","1","2"
"210","诊室17","2026-01-01 00:00:00","1","1","星期四","预防医学","胡宜","40","15","15","25","0"
"211","诊室18","2026-01-01 00:00:00","1","1","星期四","肿瘤科","董军","18","15","15","3","0"
"3","诊室3","2026-01-01 00:00:00","1","1","星期四","外科","薛琴","18","16","19","2","3"
"4","诊室4","2026-01-01 00:00:00","1","1","星期四","骨科","张彬","18","18","22","0","4"
"5","诊室5","2026-01-01 00:00:00","1","1","星期四","神经科","张志轩","27","20","23","7","3"
"6","诊室6","2026-01-01 00:00:00","1","1","星期四","内科","蒋玉洁","27","22","28","5","6"
"7","诊室7","2026-01-01 00:00:00","1","1","星期四","内科","刘小萍","18","15","32","3","17"
"8","诊室8","2026-01-01 00:00:00","1","1","星期四","内科","肖园","18","16","28","2","12"
"9","诊室9","2026-01-01 00:00:00","1","1","星期四","肿瘤科","李祎宇","27","24","27","3","3"
"1","诊室1","2026-01-02 00:00:00","1","2","星期五","外科","胡瑭琦","27","26","35","1","9"
"10","诊室10","2026-01-02 00:00:00","1","2","星期五","中兽医专科","向雅頔","18","18","19","0","1"
"11","诊室11","2026-01-02 00:00:00","1","2","星期五","中兽医专科","林如莹","31","24","27","7","3"
"2","诊室2","2026-01-02 00:00:00","1","2","星期五","外科","石昊","18","18","18","0","0"
"201","诊室12","2026-01-02 00:00:00","1","2","星期五","外科","张晗","18","18","14","0","-4"
"207","诊室14","2026-01-02 00:00:00","1","2","星期五","猫科","陈艳云","18","15","19","3","4"
"208","诊室15","2026-01-02 00:00:00","1","2","星期五","皮肤科","林嘉宝","27","25","32","2","7"
"209","诊室16","2026-01-02 00:00:00","1","2","星期五","内科","孙艳争","15","13","14","2","1"
"210","诊室17","2026-01-02 00:00:00","1","2","星期五","预防医学","黎倩岚","40","25","25","15","0"
"211","诊室18","2026-01-02 00:00:00","1","2","星期五","内科","俞峰","20","19","20","1","1"
"3","诊室3","2026-01-02 00:00:00","1","2","星期五","外科","郑栋强","27","27","28","0","1"
"4","诊室4","2026-01-02 00:00:00","1","2","星期五","外科","李慧","18","17","18","1","1"
"5","诊室5","2026-01-02 00:00:00","1","2","星期五","神经科","周雪影","18","15","17","3","2"
"6","诊室6","2026-01-02 00:00:00","1","2","星期五","内科","张琼","27","26","31","1","5"
"7","诊室7","2026-01-02 00:00:00","1","2","星期五","内科","张海霞","18","15","16","3","1"
"8","诊室8","2026-01-02 00:00:00","1","2","星期五","内科","周媛媛","18","13","16","5","3"
"9","诊室9","2026-01-02 00:00:00","1","2","星期五","肿瘤科","董军","18","17","22","1","5"
"1","诊室1","2026-01-03 00:00:00","1","3","星期六","外科","李艺","27","25","25","2","0"
"10","诊室10","2026-01-03 00:00:00","1","3","星期六","内科","丛心宇","27","25","23","2","-2"
"11","诊室11","2026-01-03 00:00:00","1","3","星期六","中兽医专科","庞海东","27","24","62","3","38"
"2","诊室2","2026-01-03 00:00:00","1","3","星期六","外科","石昊","27","22","20","5","-2"
"201","诊室12","2026-01-03 00:00:00","1","3","星期六","眼科","庞茉","27","26","41","1","15"
"207","诊室14","2026-01-03 00:00:00","1","3","星期六","猫科","黄薇","27","21","28","6","7"
"208","诊室15","2026-01-03 00:00:00","1","3","星期六","皮肤科","林嘉宝","6","5","6","1","1"
"208","诊室15","2026-01-03 00:00:00","1","3","星期六","皮肤科","张迪","19","19","29","0","10"
"209","诊室16","2026-01-03 00:00:00","1","3","星期六","内科","王帅玉","27","23","21","4","-2"
"210","诊室17","2026-01-03 00:00:00","1","3","星期六","预防医学","张旭銮","40","10","8","30","-2"
"211","诊室18","2026-01-03 00:00:00","1","3","星期六","预防医学","王美磷","32","13","11","19","-2"
"3","诊室3","2026-01-03 00:00:00","1","3","星期六","外科","薛琴","18","18","18","0","0"
"4","诊室4","2026-01-03 00:00:00","1","3","星期六","骨科","张彬","27","26","26","1","0"
"5","诊室5","2026-01-03 00:00:00","1","3","星期六","神经科","周雪影","27","24","27","3","3"
"6","诊室6","2026-01-03 00:00:00","1","3","星期六","内科","王璐","27","19","23","8","4"
"7","诊室7","2026-01-03 00:00:00","1","3","星期六","内科","王思莹","27","22","30","5","8"
"8","诊室8","2026-01-03 00:00:00","1","3","星期六","心脏科","陆梓杰","27","26","29","1","3"
"9","诊室9","2026-01-03 00:00:00","1","3","星期六","肿瘤科","董军","27","25","23","2","-2"
"1","诊室1","2026-01-04 00:00:00","1","4","星期日","外科","张晗","27","25","26","2","1"
"10","诊室10","2026-01-04 00:00:00","1","4","星期日","内科","张海霞","18","17","19","1","2"
"11","诊室11","2026-01-04 00:00:00","1","4","星期日","中兽医专科","胡宇声","26","23","62","3","39"
"2","诊室2","2026-01-04 00:00:00","1","4","星期日","外科","季玲西","18","18","21","0","3"
"201","诊室12","2026-01-04 00:00:00","1","4","星期日","口腔科","朱军","27","24","29","3","5"
"206","诊室13","2026-01-04 00:00:00","1","4","星期日","外科","胡瑭琦","18","17","22","1","5"
"207","诊室14","2026-01-04 00:00:00","1","4","星期日","猫科","张琼","18","17","21","1","4"
"208","诊室15","2026-01-04 00:00:00","1","4","星期日","皮肤科","刘钢","27","26","28","1","2"
"209","诊室16","2026-01-04 00:00:00","1","4","星期日","内科","刘波","18","16","18","2","2"
"210","诊室17","2026-01-04 00:00:00","1","4","星期日","预防医学","杨夷鸿","40","30","30","10","0"
"3","诊室3","2026-01-04 00:00:00","1","4","星期日","外科","李晶","18","16","19","2","3"
"4","诊室4","2026-01-04 00:00:00","1","4","星期日","骨科","孙晓磊","18","18","23","0","5"
"5","诊室5","2026-01-04 00:00:00","1","4","星期日","神经科","阮丽","14","11","16","3","5"
"6","诊室6","2026-01-04 00:00:00","1","4","星期日","内科","邝怡","27","25","24","2","-1"
"7","诊室7","2026-01-04 00:00:00","1","4","星期日","内科","田一男","27","23","27","4","4"
"8","诊室8","2026-01-04 00:00:00","1","4","星期日","心脏科","肖园","18","15","23","3","8"
"9","诊室9","2026-01-04 00:00:00","1","4","星期日","肿瘤科","李格宾","27","25","60","2","35"
"1","诊室1","2026-01-05 00:00:00","1","5","星期一","外科","张晗","27","23","26","4","3"
"10","诊室10","2026-01-05 00:00:00","1","5","星期一","中兽医专科","庞海东","18","15","39","3","24"
"11","诊室11","2026-01-05 00:00:00","1","5","星期一","中兽医专科","丛心宇","18","14","13","4","-1"
"2","诊室2","2026-01-05 00:00:00","1","5","星期一","外科","李慧","27","26","25","1","-1"
"201","诊室12","2026-01-05 00:00:00","1","5","星期一","眼科","庞茉","18","17","22","1","5"
"206","诊室13","2026-01-05 00:00:00","1","5","星期一","异宠专科","马文","8","8","12","0","4"
"207","诊室14","2026-01-05 00:00:00","1","5","星期一","内科","王丽丽","18","16","18","2","2"
"208","诊室15","2026-01-05 00:00:00","1","5","星期一","皮肤科","胡燕丽","27","26","35","1","9"
"209","诊室16","2026-01-05 00:00:00","1","5","星期一","内科","于咏兰","18","17","18","1","1"
"210","诊室17","2026-01-05 00:00:00","1","5","星期一","预防医学","尚德智","40","10","9","30","-1"
"211","诊室18","2026-01-05 00:00:00","1","5","星期一","内科","孙艳争","18","17","17","1","0"
"3","诊室3","2026-01-05 00:00:00","1","5","星期一","外科","薛琴","18","18","19","0","1"
"4","诊室4","2026-01-05 00:00:00","1","5","星期一","骨科","袁占奎","17","17","21","0","4"
"5","诊室5","2026-01-05 00:00:00","1","5","星期一","神经科","张志轩","18","15","18","3","3"
"6","诊室6","2026-01-05 00:00:00","1","5","星期一","内科","黄薇","27","24","34","3","10"
"7","诊室7","2026-01-05 00:00:00","1","5","星期一","内科","刘小萍","18","14","30","4","16"
"8","诊室8","2026-01-05 00:00:00","1","5","星期一","内科","吴璇","18","17","17","1","0"
"9","诊室9","2026-01-05 00:00:00","1","5","星期一","肿瘤科","彭雨佳","18","17","20","1","3"
"1","诊室1","2026-01-06 00:00:00","1","6","星期二","外科","吕迪","27","12","11","15","-1"
"10","诊室10","2026-01-06 00:00:00","1","6","星期二","中兽医专科","庞海东","18","14","33","4","19"
"11","诊室11","2026-01-06 00:00:00","1","6","星期二","中兽医专科","林如莹","21","17","18","4","1"
"2","诊室2","2026-01-06 00:00:00","1","6","星期二","外科","李艺","27","23","24","4","1"
"201","诊室12","2026-01-06 00:00:00","1","6","星期二","外科","胡瑭琦","18","17","17","1","0"
"206","诊室13","2026-01-06 00:00:00","1","6","星期二","行为学专科","唐娜","4","4","5","0","1"
"206","诊室13","2026-01-06 00:00:00","1","6","星期二","中兽医专科","范开","18","5","4","13","-1"
"207","诊室14","2026-01-06 00:00:00","1","6","星期二","内科","陈艳云","18","14","19","4","5"
"208","诊室15","2026-01-06 00:00:00","1","6","星期二","皮肤科","林嘉宝","27","26","25","1","-1"
"209","诊室16","2026-01-06 00:00:00","1","6","星期二","内科","俞峰","20","18","21","2","3"
"210","诊室17","2026-01-06 00:00:00","1","6","星期二","预防医学","龚炯舟","40","13","9","27","-4"
"3","诊室3","2026-01-06 00:00:00","1","6","星期二","外科","薛琴","18","16","13","2","-3"
"4","诊室4","2026-01-06 00:00:00","1","6","星期二","骨科","孙晓磊","18","18","20","0","2"
"5","诊室5","2026-01-06 00:00:00","1","6","星期二","神经科","阮丽","16","13","16","3","3"
"6","诊室6","2026-01-06 00:00:00","1","6","星期二","内科","张琼","18","13","18","5","5"
"7","诊室7","2026-01-06 00:00:00","1","6","星期二","内科","王璐","27","22","26","5","4"
"8","诊室8","2026-01-06 00:00:00","1","6","星期二","内科","陆梓杰","18","18","21","0","3"
"9","诊室9","2026-01-06 00:00:00","1","6","星期二","肿瘤科","彭雨佳","27","26","31","1","5"
"1","诊室1","2026-01-07 00:00:00","1","7","星期三","外科","季玲西","27","25","24","2","-1"
"10","诊室10","2026-01-07 00:00:00","1","7","星期三","中兽医专科","庞海东","18","12","29","6","17"
"11","诊室11","2026-01-07 00:00:00","1","7","星期三","中兽医专科","向雅頔","18","14","15","4","1"
"2","诊室2","2026-01-07 00:00:00","1","7","星期三","外科","钟友刚","18","13","11","5","-2"
"201","诊室12","2026-01-07 00:00:00","1","7","星期三","口腔科","郑栋强","18","18","18","0","0"
"206","诊室13","2026-01-07 00:00:00","1","7","星期三","外科","庞茉","27","26","27","1","1"
"207","诊室14","2026-01-07 00:00:00","1","7","星期三","内科","王丽丽","18","15","16","3","1"
"208","诊室15","2026-01-07 00:00:00","1","7","星期三","皮肤科","何思婧","27","25","25","2","0"
"209","诊室16","2026-01-07 00:00:00","1","7","星期三","内科","孙艳争","18","17","15","1","-2"
"210","诊室17","2026-01-07 00:00:00","1","7","星期三","预防医学","裴颖","40","26","25","14","-1"
"211","诊室18","2026-01-07 00:00:00","1","7","星期三","内科","刘小萍","18","9","21","9","12"
"3","诊室3","2026-01-07 00:00:00","1","7","星期三","外科","薛琴","18","15","14","3","-1"
"4","诊室4","2026-01-07 00:00:00","1","7","星期三","骨科","石磊","18","17","26","1","9"
"5","诊室5","2026-01-07 00:00:00","1","7","星期三","神经科","高健","18","17","24","1","7"
"6","诊室6","2026-01-07 00:00:00","1","7","星期三","内科","蒋玉洁","27","26","33","1","7"
"7","诊室7","2026-01-07 00:00:00","1","7","星期三","内科","陆梓杰","18","15","19","3","4"
"8","诊室8","2026-01-07 00:00:00","1","7","星期三","内科","刘蕾","27","24","30","3","6"
"9","诊室9","2026-01-07 00:00:00","1","7","星期三","肿瘤科","李祎宇","18","14","22","4","8"
"1","诊室1","2026-01-08 00:00:00","1","8","星期四","外科","李晶","18","18","20","0","2"
"10","诊室10","2026-01-08 00:00:00","1","8","星期四","内科","陈艳云","18","18","28","0","10"
"11","诊室11","2026-01-08 00:00:00","1","8","星期四","中兽医专科","钟沅","18","14","16","4","2"
"2","诊室2","2026-01-08 00:00:00","1","8","星期四","外科","成安慰","18","15","16","3","1"
"201","诊室12","2026-01-08 00:00:00","1","8","星期四","眼科","刘玥","18","17","21","1","4"
"207","诊室14","2026-01-08 00:00:00","1","8","星期四","猫科","杨文娟","18","15","8","3","-7"
"208","诊室15","2026-01-08 00:00:00","1","8","星期四","皮肤科","林嘉宝","27","23","24","4","1"
"209","诊室16","2026-01-08 00:00:00","1","8","星期四","内科","吕艳丽","18","16","17","2","1"
"210","诊室17","2026-01-08 00:00:00","1","8","星期四","预防医学","徐焕明","40","16","13","24","-3"
"3","诊室3","2026-01-08 00:00:00","1","8","星期四","外科","薛琴","18","15","15","3","0"
"4","诊室4","2026-01-08 00:00:00","1","8","星期四","骨科","张彬","27","27","29","0","2"
"5","诊室5","2026-01-08 00:00:00","1","8","星期四","神经科","高健","18","16","17","2","1"
"6","诊室6","2026-01-08 00:00:00","1","8","星期四","内科","王思莹","27","22","25","5","3"
"7","诊室7","2026-01-08 00:00:00","1","8","星期四","内科","刘小萍","18","12","20","6","8"
"8","诊室8","2026-01-08 00:00:00","1","8","星期四","内科","黄薇","18","14","20","4","6"
"9","诊室9","2026-01-08 00:00:00","1","8","星期四","肿瘤科","李祎宇","27","27","27","0","0"
"1","诊室1","2026-01-09 00:00:00","1","9","星期五","外科","季玲西","27","21","16","6","-5"
"10","诊室10","2026-01-09 00:00:00","1","9","星期五","中兽医专科","向雅頔","27","20","19","7","-1"
"11","诊室11","2026-01-09 00:00:00","1","9","星期五","中兽医专科","林如莹","21","21","22","0","1"
"2","诊室2","2026-01-09 00:00:00","1","9","星期五","外科","石昊","18","9","11","9","2"
"201","诊室12","2026-01-09 00:00:00","1","9","星期五","外科","张晗","27","13","11","14","-2"
"206","诊室13","2026-01-09 00:00:00","1","9","星期五","外科","李艺","18","15","15","3","0"
"207","诊室14","2026-01-09 00:00:00","1","9","星期五","猫科","陈艳云","18","17","19","1","2"
"208","诊室15","2026-01-09 00:00:00","1","9","星期五","皮肤科","林嘉宝","27","27","34","0","7"
"209","诊室16","2026-01-09 00:00:00","1","9","星期五","内科","孙艳争","18","17","17","1","0"
"210","诊室17","2026-01-09 00:00:00","1","9","星期五","预防医学","陈可欣","40","19","16","21","-3"
"211","诊室18","2026-01-09 00:00:00","1","9","星期五","内科","俞峰","20","16","14","4","-2"
"3","诊室3","2026-01-09 00:00:00","1","9","星期五","外科","李慧","18","14","13","4","-1"
"4","诊室4","2026-01-09 00:00:00","1","9","星期五","骨科","关珊","18","15","13","3","-2"
"5","诊室5","2026-01-09 00:00:00","1","9","星期五","神经科","周雪影","18","14","16","4","2"
"6","诊室6","2026-01-09 00:00:00","1","9","星期五","内科","张琼","27","24","30","3","6"
"7","诊室7","2026-01-09 00:00:00","1","9","星期五","内科","张海霞","18","17","17","1","0"
"8","诊室8","2026-01-09 00:00:00","1","9","星期五","内科","周媛媛","18","16","18","2","2"
"9","诊室9","2026-01-09 00:00:00","1","9","星期五","肿瘤科","董军","18","17","20","1","3"
"1","诊室1","2026-01-10 00:00:00","1","10","星期六","外科","郑栋强","27","24","30","3","6"
"10","诊室10","2026-01-10 00:00:00","1","10","星期六","内科","丛心宇","27","26","25","1","-1"
"11","诊室11","2026-01-10 00:00:00","1","10","星期六","中兽医专科","庞海东","27","23","60","4","37"
"2","诊室2","2026-01-10 00:00:00","1","10","星期六","外科","关珊","27","25","27","2","2"
"201","诊室12","2026-01-10 00:00:00","1","10","星期六","眼科","李晶","27","27","35","0","8"
"206","诊室13","2026-01-10 00:00:00","1","10","星期六","外科","吕迪","27","26","26","1","0"
"207","诊室14","2026-01-10 00:00:00","1","10","星期六","猫科","黄薇","27","24","28","3","4"
"208","诊室15","2026-01-10 00:00:00","1","10","星期六","皮肤科","李娜","6","6","7","0","1"
"208","诊室15","2026-01-10 00:00:00","1","10","星期六","皮肤科","张迪","19","19","29","0","10"
"209","诊室16","2026-01-10 00:00:00","1","10","星期六","内科","杨文娟","27","24","25","3","1"
"210","诊室17","2026-01-10 00:00:00","1","10","星期六","预防医学","刘煜萱","40","28","27","12","-1"
"211","诊室18","2026-01-10 00:00:00","1","10","星期六","预防医学","林翔宇","32","15","16","17","1"
"3","诊室3","2026-01-10 00:00:00","1","10","星期六","外科","薛琴","18","17","14","1","-3"
"4","诊室4","2026-01-10 00:00:00","1","10","星期六","骨科","张彬","27","21","26","6","5"
"5","诊室5","2026-01-10 00:00:00","1","10","星期六","神经科","周雪影","27","24","27","3","3"
"6","诊室6","2026-01-10 00:00:00","1","10","星期六","内科","王璐","27","22","26","5","4"
"7","诊室7","2026-01-10 00:00:00","1","10","星期六","内科","王思莹","27","25","33","2","8"
"8","诊室8","2026-01-10 00:00:00","1","10","星期六","心脏科","陆梓杰","27","24","28","3","4"
"9","诊室9","2026-01-10 00:00:00","1","10","星期六","肿瘤科","董军","27","26","36","1","10"
"1","诊室1","2026-01-11 00:00:00","1","11","星期日","外科","胡瑭琦","27","25","30","2","5"
"10","诊室10","2026-01-11 00:00:00","1","11","星期日","内科","张海霞","27","25","27","2","2"
"11","诊室11","2026-01-11 00:00:00","1","11","星期日","中兽医专科","胡宇声","40","38","66","2","28"
"2","诊室2","2026-01-11 00:00:00","1","11","星期日","外科","刘玥","27","25","33","2","8"
"201","诊室12","2026-01-11 00:00:00","1","11","星期日","口腔科","朱军","27","26","31","1","5"
"206","诊室13","2026-01-11 00:00:00","1","11","星期日","外科","张晗","27","24","20","3","-4"
"207","诊室14","2026-01-11 00:00:00","1","11","星期日","猫科","张琼","27","27","38","0","11"
"208","诊室15","2026-01-11 00:00:00","1","11","星期日","皮肤科","何思婧","27","6","29","21","23"
"209","诊室16","2026-01-11 00:00:00","1","11","星期日","内科","刘波","27","24","23","3","-1"
"210","诊室17","2026-01-11 00:00:00","1","11","星期日","预防医学","梁雾滢","40","26","24","14","-2"
"211","诊室18","2026-01-11 00:00:00","1","11","星期日","预防医学","王安蕊","32","30","26","2","-4"
"3","诊室3","2026-01-11 00:00:00","1","11","星期日","外科","汪艺玮","27","22","22","5","0"
"4","诊室4","2026-01-11 00:00:00","1","11","星期日","骨科","孙晓磊","27","22","28","5","6"
"5","诊室5","2026-01-11 00:00:00","1","11","星期日","神经科","阮丽","25","24","26","1","2"
"6","诊室6","2026-01-11 00:00:00","1","11","星期日","内科","邝怡","27","26","31","1","5"
"7","诊室7","2026-01-11 00:00:00","1","11","星期日","内科","田一男","27","23","31","4","8"
"8","诊室8","2026-01-11 00:00:00","1","11","星期日","心脏科","刘蕾","27","25","26","2","1"
"9","诊室9","2026-01-11 00:00:00","1","11","星期日","肿瘤科","李格宾","27","24","74","3","50"
"1","诊室1","2026-01-12 00:00:00","1","12","星期一","外科","李艺","18","16","18","2","2"
"10","诊室10","2026-01-12 00:00:00","1","12","星期一","中兽医专科","庞海东","18","14","35","4","21"
"11","诊室11","2026-01-12 00:00:00","1","12","星期一","中兽医专科","丛心宇","18","14","13","4","-1"
"2","诊室2","2026-01-12 00:00:00","1","12","星期一","外科","李慧","27","24","24","3","0"
"201","诊室12","2026-01-12 00:00:00","1","12","星期一","外科","成安慰","18","15","14","3","-1"
"207","诊室14","2026-01-12 00:00:00","1","12","星期一","内科","王丽丽","18","15","13","3","-2"
"208","诊室15","2026-01-12 00:00:00","1","12","星期一","皮肤科","胡燕丽","27","22","29","5","7"
"209","诊室16","2026-01-12 00:00:00","1","12","星期一","内科","于咏兰","18","15","13","3","-2"
"210","诊室17","2026-01-12 00:00:00","1","12","星期一","预防医学","乔康佳","40","20","18","20","-2"
"211","诊室18","2026-01-12 00:00:00","1","12","星期一","内科","刘小萍","18","15","20","3","5"
"3","诊室3","2026-01-12 00:00:00","1","12","星期一","外科","薛琴","18","18","22","0","4"
"4","诊室4","2026-01-12 00:00:00","1","12","星期一","骨科","孙晓磊","27","13","16","14","3"
"5","诊室5","2026-01-12 00:00:00","1","12","星期一","神经科","高健","18","16","20","2","4"
"6","诊室6","2026-01-12 00:00:00","1","12","星期一","内科","黄薇","27","19","29","8","10"
"7","诊室7","2026-01-12 00:00:00","1","12","星期一","内科","吴璇","18","17","17","1","0"
"8","诊室8","2026-01-12 00:00:00","1","12","星期一","心脏科","刘波","18","16","25","2","9"
"9","诊室9","2026-01-12 00:00:00","1","12","星期一","肿瘤科","彭雨佳","18","17","20","1","3"
"1","诊室1","2026-01-13 00:00:00","1","13","星期二","外科","张晗","27","22","20","5","-2"
"10","诊室10","2026-01-13 00:00:00","1","13","星期二","中兽医专科","庞海东","18","14","40","4","26"
"11","诊室11","2026-01-13 00:00:00","1","13","星期二","中兽医专科","林如莹","21","18","22","3","4"
"2","诊室2","2026-01-13 00:00:00","1","13","星期二","外科","吕迪","27","15","14","12","-1"
"201","诊室12","2026-01-13 00:00:00","1","13","星期二","眼科","李晶","18","16","18","2","2"
"206","诊室13","2026-01-13 00:00:00","1","13","星期二","内科","孙艳争","18","18","19","0","1"
"207","诊室14","2026-01-13 00:00:00","1","13","星期二","内科","陈艳云","18","17","26","1","9"
"208","诊室15","2026-01-13 00:00:00","1","13","星期二","皮肤科","李娜","6","4","4","2","0"
"208","诊室15","2026-01-13 00:00:00","1","13","星期二","皮肤科","林嘉宝","18","15","16","3","1"
"209","诊室16","2026-01-13 00:00:00","1","13","星期二","内科","俞峰","20","17","21","3","4"
"210","诊室17","2026-01-13 00:00:00","1","13","星期二","预防医学","刘煜萱","40","17","16","23","-1"
"3","诊室3","2026-01-13 00:00:00","1","13","星期二","外科","薛琴","18","17","19","1","2"
"4","诊室4","2026-01-13 00:00:00","1","13","星期二","骨科","孙晓磊","27","17","19","10","2"
"5","诊室5","2026-01-13 00:00:00","1","13","星期二","神经科","高健","18","17","21","1","4"
"6","诊室6","2026-01-13 00:00:00","1","13","星期二","内科","张琼","27","24","32","3","8"
"7","诊室7","2026-01-13 00:00:00","1","13","星期二","内科","刘小萍","18","13","24","5","11"
"8","诊室8","2026-01-13 00:00:00","1","13","星期二","内科","陆梓杰","18","15","19","3","4"
"9","诊室9","2026-01-13 00:00:00","1","13","星期二","肿瘤科","彭雨佳","27","26","34","1","8"
"1","诊室1","2026-01-14 00:00:00","1","14","星期三","外科","刘玥","27","20","22","7","2"
"10","诊室10","2026-01-14 00:00:00","1","14","星期三","中兽医专科","庞海东","18","12","39","6","27"
"11","诊室11","2026-01-14 00:00:00","1","14","星期三","中兽医专科","向雅頔","18","11","11","7","0"
"2","诊室2","2026-01-14 00:00:00","1","14","星期三","外科","关珊","27","25","27","2","2"
"201","诊室12","2026-01-14 00:00:00","1","14","星期三","口腔科","朱军","18","17","20","1","3"
"206","诊室13","2026-01-14 00:00:00","1","14","星期三","内科","张馨月","12","11","13","1","2"
"207","诊室14","2026-01-14 00:00:00","1","14","星期三","内科","陈艳云","18","17","20","1","3"
"208","诊室15","2026-01-14 00:00:00","1","14","星期三","皮肤科","何思婧","27","23","23","4","0"
"209","诊室16","2026-01-14 00:00:00","1","14","星期三","内科","俞峰","20","19","20","1","1"
"210","诊室17","2026-01-14 00:00:00","1","14","星期三","预防医学","张旭銮","40","18","18","22","0"
"3","诊室3","2026-01-14 00:00:00","1","14","星期三","外科","薛琴","18","18","20","0","2"
"4","诊室4","2026-01-14 00:00:00","1","14","星期三","骨科","石磊","18","18","30","0","12"
"5","诊室5","2026-01-14 00:00:00","1","14","星期三","神经科","张志轩","18","16","13","2","-3"
"6","诊室6","2026-01-14 00:00:00","1","14","星期三","内科","陆梓杰","27","21","25","6","4"
"7","诊室7","2026-01-14 00:00:00","1","14","星期三","内科","刘小萍","18","14","25","4","11"
"8","诊室8","2026-01-14 00:00:00","1","14","星期三","内科","刘蕾","27","23","28","4","5"
"9","诊室9","2026-01-14 00:00:00","1","14","星期三","肿瘤科","李祎宇","18","15","19","3","4"
"1","诊室1","2026-01-15 00:00:00","1","15","星期四","外科","季玲西","27","25","24","2","-1"
"10","诊室10","2026-01-15 00:00:00","1","15","星期四","内科","丛心宇","27","24","25","3","1"
"11","诊室11","2026-01-15 00:00:00","1","15","星期四","中兽医专科","钟沅","20","18","17","2","-1"
"2","诊室2","2026-01-15 00:00:00","1","15","星期四","外科","李晶","27","24","28","3","4"
"201","诊室12","2026-01-15 00:00:00","1","15","星期四","眼科","庞茉","18","18","16","0","-2"
"206","诊室13","2026-01-15 00:00:00","1","15","星期四","内科","孙艳争","18","15","16","3","1"
"207","诊室14","2026-01-15 00:00:00","1","15","星期四","猫科","杨文娟","18","13","13","5","0"
"208","诊室15","2026-01-15 00:00:00","1","15","星期四","皮肤科","胡燕丽","27","26","35","1","9"
"209","诊室16","2026-01-15 00:00:00","1","15","星期四","内科","吕艳丽","18","16","15","2","-1"
"210","诊室17","2026-01-15 00:00:00","1","15","星期四","预防医学","杨夷鸿","40","18","16","22","-2"
"211","诊室18","2026-01-15 00:00:00","1","15","星期四","肿瘤科","董军","18","17","18","1","1"
"3","诊室3","2026-01-15 00:00:00","1","15","星期四","外科","薛琴","18","18","22","0","4"
"4","诊室4","2026-01-15 00:00:00","1","15","星期四","骨科","关珊","18","16","22","2","6"
"5","诊室5","2026-01-15 00:00:00","1","15","星期四","神经科","张志轩","27","15","14","12","-1"
"6","诊室6","2026-01-15 00:00:00","1","15","星期四","内科","黄薇","27","22","31","5","9"
"7","诊室7","2026-01-15 00:00:00","1","15","星期四","内科","王璐","18","15","15","3","0"
"8","诊室8","2026-01-15 00:00:00","1","15","星期四","内科","肖园","18","15","21","3","6"
"9","诊室9","2026-01-15 00:00:00","1","15","星期四","肿瘤科","李祎宇","18","18","18","0","0"
"1","诊室1","2026-01-16 00:00:00","1","16","星期五","外科","胡瑭琦","18","17","26","1","9"
"10","诊室10","2026-01-16 00:00:00","1","16","星期五","中兽医专科","向雅頔","18","9","11","9","2"
"11","诊室11","2026-01-16 00:00:00","1","16","星期五","中兽医专科","林如莹","21","19","20","2","1"
"2","诊室2","2026-01-16 00:00:00","1","16","星期五","外科","钟友刚","18","15","12","3","-3"
"201","诊室12","2026-01-16 00:00:00","1","16","星期五","肿瘤科","董军","18","16","19","2","3"
"206","诊室13","2026-01-16 00:00:00","1","16","星期五","内科","林婧","12","11","11","1","0"
"207","诊室14","2026-01-16 00:00:00","1","16","星期五","猫科","陈艳云","18","15","18","3","3"
"208","诊室15","2026-01-16 00:00:00","1","16","星期五","皮肤科","胡燕丽","27","25","26","2","1"
"209","诊室16","2026-01-16 00:00:00","1","16","星期五","内科","孙艳争","18","17","17","1","0"
"210","诊室17","2026-01-16 00:00:00","1","16","星期五","预防医学","龚炯舟","40","20","16","20","-4"
"3","诊室3","2026-01-16 00:00:00","1","16","星期五","外科","李艺","27","26","27","1","1"
"4","诊室4","2026-01-16 00:00:00","1","16","星期五","骨科","关珊","27","22","22","5","0"
"5","诊室5","2026-01-16 00:00:00","1","16","星期五","神经科","周雪影","18","16","17","2","1"
"6","诊室6","2026-01-16 00:00:00","1","16","星期五","内科","张琼","27","23","23","4","0"
"7","诊室7","2026-01-16 00:00:00","1","16","星期五","内科","张海霞","18","18","15","0","-3"
"8","诊室8","2026-01-16 00:00:00","1","16","星期五","内科","蒋玉洁","27","24","27","3","3"
