"房间号","诊室","日期","月","日","星期","专科","医生","放号数","预约数","总接诊数","线上空号数","线下加号数"
"201","诊室12","2026-03-28 00:00:00","3","28","星期六","眼科","庞茉","27","27","32","0","5"
"206","诊室13","2026-03-28 00:00:00","3","28","星期六","外科","孙晓磊","27","26","32","1","6"
"207","诊室14","2026-03-28 00:00:00","3","28","星期六","猫科","黄薇","27","26","33","1","7"
"208","诊室15","2026-03-28 00:00:00","3","28","星期六","皮肤科","李娜","6","6","5","0","-1"
"208","诊室15","2026-03-28 00:00:00","3","28","星期六","皮肤科","张迪","19","17","28","2","11"
"209","诊室16","2026-03-28 00:00:00","3","28","星期六","内科","王思莹","16","14","23","2","9"
"210","诊室17","2026-03-28 00:00:00","3","28","星期六","预防医学","梁雾滢","40","23","28","17","5"
"211","诊室18","2026-03-28 00:00:00","3","28","星期六","预防医学","黎倩岚","32","28","28","4","0"
"3","诊室3","2026-03-28 00:00:00","3","28","星期六","外科","薛琴","18","16","15","2","-1"
"4","诊室4","2026-03-28 00:00:00","3","28","星期六","骨科","张彬","27","25","35","2","10"
"5","诊室5","2026-03-28 00:00:00","3","28","星期六","神经科","周雪影","27","24","27","3","3"
"6","诊室6","2026-03-28 00:00:00","3","28","星期六","内科","王璐","27","21","26","6","5"
"7","诊室7","2026-03-28 00:00:00","3","28","星期六","内科","王丽丽","27","23","27","4","4"
"8","诊室8","2026-03-28 00:00:00","3","28","星期六","心脏科","蒋玉洁","27","24","30","3","6"
"9","诊室9","2026-03-28 00:00:00","3","28","星期六","肿瘤科","董军","27","26","32","1","6"
"1","诊室1","2026-03-29 00:00:00","3","29","星期日","外科","吕迪","27","25","26","2","1"
"10","诊室10","2026-03-29 00:00:00","3","29","星期日","内科","王帅玉","27","23","17","4","-6"
"11","诊室11","2026-03-29 00:00:00","3","29","星期日","中兽医专科","胡宇声","40","36","64","4","28"
"2","诊室2","2026-03-29 00:00:00","3","29","星期日","外科","郝逸冰","27","23","20","4","-3"
"201","诊室12","2026-03-29 00:00:00","3","29","星期日","口腔科","郑栋强","27","25","30","2","5"
"206","诊室13","2026-03-29 00:00:00","3","29","星期日","内科","张海霞","27","25","24","2","-1"
"207","诊室14","2026-03-29 00:00:00","3","29","星期日","猫科","张琼","27","25","34","2","9"
"208","诊室15","2026-03-29 00:00:00","3","29","星期日","皮肤科","刘钢","27","22","25","5","3"
"209","诊室16","2026-03-29 00:00:00","3","29","星期日","内科","邝怡","16","13","23","3","10"
"210","诊室17","2026-03-29 00:00:00","3","29","星期日","预防医学","杨夷鸿","40","24","24","16","0"
"211","诊室18","2026-03-29 00:00:00","3","29","星期日","预防医学","雷舒婷","32","21","20","11","-1"
"3","诊室3","2026-03-29 00:00:00","3","29","星期日","外科","季玲西","27","26","29","1","3"
"4","诊室4","2026-03-29 00:00:00","3","29","星期日","外科","张晗","27","24","28","3","4"
"5","诊室5","2026-03-29 00:00:00","3","29","星期日","神经科","阮丽","25","24","26","1","2"
"6","诊室6","2026-03-29 00:00:00","3","29","星期日","内科","刘波","27","23","24","4","1"
"7","诊室7","2026-03-29 00:00:00","3","29","星期日","内科","田一男","27","21","27","6","6"
"8","诊室8","2026-03-29 00:00:00","3","29","星期日","心脏科","肖园","27","27","32","0","5"
"9","诊室9","2026-03-29 00:00:00","3","29","星期日","肿瘤科","李格宾","27","27","61","0","34"
"1","诊室1","2026-03-30 00:00:00","3","30","星期一","外科","季玲西","18","14","16","4","2"
"10","诊室10","2026-03-30 00:00:00","3","30","星期一","中兽医专科","庞海东","18","16","34","2","18"
"11","诊室11","2026-03-30 00:00:00","3","30","星期一","中兽医专科","丛心宇","18","15","12","3","-3"
"2","诊室2","2026-03-30 00:00:00","3","30","星期一","外科","李慧","27","23","25","4","2"
"206","诊室13","2026-03-30 00:00:00","3","30","星期一","异宠专科","俞峰","16","15","16","1","1"
"207","诊室14","2026-03-30 00:00:00","3","30","星期一","内科","孙艳争","18","17","18","1","1"
"208","诊室15","2026-03-30 00:00:00","3","30","星期一","皮肤科","胡燕丽","27","25","30","2","5"
"209","诊室16","2026-03-30 00:00:00","3","30","星期一","内科","于咏兰","18","16","16","2","0"
"210","诊室17","2026-03-30 00:00:00","3","30","星期一","预防医学","梁雾滢","40","16","15","24","-1"
"211","诊室18","2026-03-30 00:00:00","3","30","星期一","外科","张姝婧","6","4","4","2","0"
"3","诊室3","2026-03-30 00:00:00","3","30","星期一","外科","薛琴","18","18","20","0","2"
"4","诊室4","2026-03-30 00:00:00","3","30","星期一","骨科","袁占奎","17","17","20","0","3"
"5","诊室5","2026-03-30 00:00:00","3","30","星期一","神经科","高健","18","15","21","3","6"
"6","诊室6","2026-03-30 00:00:00","3","30","星期一","内科","黄薇","27","23","33","4","10"
"7","诊室7","2026-03-30 00:00:00","3","30","星期一","内科","刘小萍","18","12","21","6","9"
"8","诊室8","2026-03-30 00:00:00","3","30","星期一","心脏科","刘波","18","15","20","3","5"
"9","诊室9","2026-03-30 00:00:00","3","30","星期一","肿瘤科","王丽丽","27","26","31","1","5"
"1","诊室1","2026-03-31 00:00:00","3","31","星期二","外科","郝逸冰","18","16","15","2","-1"
"10","诊室10","2026-03-31 00:00:00","3","31","星期二","中兽医专科","庞海东","18","16","36","2","20"
"11","诊室11","2026-03-31 00:00:00","3","31","星期二","中兽医专科","林如莹","21","16","17","5","1"
"2","诊室2","2026-03-31 00:00:00","3","31","星期二","外科","季玲西","27","22","17","5","-5"
"201","诊室12","2026-03-31 00:00:00","3","31","星期二","眼科","胡瑭琦","18","18","28","0","10"
"206","诊室13","2026-03-31 00:00:00","3","31","星期二","异宠专科","马文","8","7","9","1","2"
"207","诊室14","2026-03-31 00:00:00","3","31","星期二","中兽医专科","范开","18","8","9","10","1"
"208","诊室15","2026-03-31 00:00:00","3","31","星期二","皮肤科","李娜","6","6","5","0","-1"
"208","诊室15","2026-03-31 00:00:00","3","31","星期二","皮肤科","林嘉宝","18","18","24","0","6"
"209","诊室16","2026-03-31 00:00:00","3","31","星期二","内科","于咏兰","18","18","15","0","-3"
"210","诊室17","2026-03-31 00:00:00","3","31","星期二","预防医学","黎倩岚","40","16","16","24","0"
"211","诊室18","2026-03-31 00:00:00","3","31","星期二","外科","乔康佳","6","1","2","5","1"
"3","诊室3","2026-03-31 00:00:00","3","31","星期二","外科","薛琴","18","17","23","1","6"
"4","诊室4","2026-03-31 00:00:00","3","31","星期二","骨科","关珊","18","16","21","2","5"
"5","诊室5","2026-03-31 00:00:00","3","31","星期二","神经科","阮丽","16","11","14","5","3"
"6","诊室6","2026-03-31 00:00:00","3","31","星期二","内科","王璐","27","23","30","4","7"
"7","诊室7","2026-03-31 00:00:00","3","31","星期二","内科","陈艳云","18","17","25","1","8"
"8","诊室8","2026-03-31 00:00:00","3","31","星期二","内科","陆梓杰","27","25","35","2","10"
"9","诊室9","2026-03-31 00:00:00","3","31","星期二","肿瘤科","王丽丽","18","17","20","1","3"
"1","诊室1","2026-04-01 00:00:00","4","1","星期三","外科","吕迪","27","26","26","1","0"
"10","诊室10","2026-04-01 00:00:00","4","1","星期三","中兽医专科","庞海东","18","16","37","2","21"
"11","诊室11","2026-04-01 00:00:00","4","1","星期三","中兽医专科","钟沅","20","18","17","2","-1"
"2","诊室2","2026-04-01 00:00:00","4","1","星期三","外科","汪艺玮","18","17","23","1","6"
"201","诊室12","2026-04-01 00:00:00","4","1","星期三","口腔科","朱军","18","18","31","0","13"
"206","诊室13","2026-04-01 00:00:00","4","1","星期三","外科","李晶","18","17","25","1","8"
"207","诊室14","2026-04-01 00:00:00","4","1","星期三","猫科","王思莹","18","18","18","0","0"
"208","诊室15","2026-04-01 00:00:00","4","1","星期三","皮肤科","何思婧","27","27","26","0","-1"
"209","诊室16","2026-04-01 00:00:00","4","1","星期三","内科","吕艳丽","18","16","13","2","-3"
"210","诊室17","2026-04-01 00:00:00","4","1","星期三","预防医学","雷舒婷","40","19","18","21","-1"
"3","诊室3","2026-04-01 00:00:00","4","1","星期三","外科","薛琴","18","18","20","0","2"
"4","诊室4","2026-04-01 00:00:00","4","1","星期三","外科","石磊","18","18","34","0","16"
"5","诊室5","2026-04-01 00:00:00","4","1","星期三","神经科","高健","27","25","33","2","8"
"6","诊室6","2026-04-01 00:00:00","4","1","星期三","内科","陆梓杰","18","15","17","3","2"
"7","诊室7","2026-04-01 00:00:00","4","1","星期三","内科","刘小萍","18","14","24","4","10"
"8","诊室8","2026-04-01 00:00:00","4","1","星期三","心脏科","吴璇","27","26","25","1","-1"
"9","诊室9","2026-04-01 00:00:00","4","1","星期三","肿瘤科","李祎宇","27","26","41","1","15"
"1","诊室1","2026-04-02 00:00:00","4","2","星期四","外科","李艺","27","25","27","2","2"
"10","诊室10","2026-04-02 00:00:00","4","2","星期四","内科","陈艳云","18","17","18","1","1"
"11","诊室11","2026-04-02 00:00:00","4","2","星期四","中兽医专科","丛心宇","18","13","15","5","2"
"2","诊室2","2026-04-02 00:00:00","4","2","星期四","外科","郑栋强","18","18","23","0","5"
"201","诊室12","2026-04-02 00:00:00","4","2","星期四","眼科","庞茉","18","16","24","2","8"
"206","诊室13","2026-04-02 00:00:00","4","2","星期四","外科","张晗","18","16","16","2","0"
"207","诊室14","2026-04-02 00:00:00","4","2","星期四","猫科","杨文娟","18","17","14","1","-3"
"208","诊室15","2026-04-02 00:00:00","4","2","星期四","皮肤科","何思婧","27","23","30","4","7"
"209","诊室16","2026-04-02 00:00:00","4","2","星期四","内科","孙艳争","18","16","14","2","-2"
"210","诊室17","2026-04-02 00:00:00","4","2","星期四","预防医学","刘煜萱","40","18","18","22","0"
"3","诊室3","2026-04-02 00:00:00","4","2","星期四","外科","成安慰","18","18","22","0","4"
"4","诊室4","2026-04-02 00:00:00","4","2","星期四","外科","孙晓磊","18","14","18","4","4"
"5","诊室5","2026-04-02 00:00:00","4","2","星期四","神经科","张志轩","27","25","23","2","-2"
"6","诊室6","2026-04-02 00:00:00","4","2","星期四","内科","张琼","27","24","27","3","3"
"7","诊室7","2026-04-02 00:00:00","4","2","星期四","内科","刘小萍","18","14","22","4","8"
"8","诊室8","2026-04-02 00:00:00","4","2","星期四","心脏科","蒋玉洁","27","20","22","7","2"
"9","诊室9","2026-04-02 00:00:00","4","2","星期四","肿瘤科","李祎宇","18","17","18","1","1"
"1","诊室1","2026-04-03 00:00:00","4","3","星期五","外科","石昊","18","15","17","3","2"
"10","诊室10","2026-04-03 00:00:00","4","3","星期五","内科","林婧","18","14","16","4","2"
"11","诊室11","2026-04-03 00:00:00","4","3","星期五","中兽医专科","林如莹","21","19","22","2","3"
"2","诊室2","2026-04-03 00:00:00","4","3","星期五","外科","钟友刚","18","15","14","3","-1"
"201","诊室12","2026-04-03 00:00:00","4","3","星期五","外科","关珊","27","27","28","0","1"
"207","诊室14","2026-04-03 00:00:00","4","3","星期五","猫科","陈艳云","18","17","20","1","3"
"208","诊室15","2026-04-03 00:00:00","4","3","星期五","皮肤科","林嘉宝","27","26","29","1","3"
"210","诊室17","2026-04-03 00:00:00","4","3","星期五","预防医学","王安蕊","40","18","17","22","-1"
"211","诊室18","2026-04-03 00:00:00","4","3","星期五","外科","徐焕明","6","4","4","2","0"
"3","诊室3","2026-04-03 00:00:00","4","3","星期五","外科","李慧","18","18","21","0","3"
"4","诊室4","2026-04-03 00:00:00","4","3","星期五","骨科","张彬","18","16","20","2","4"
"5","诊室5","2026-04-03 00:00:00","4","3","星期五","神经科","周雪影","18","14","13","4","-1"
"6","诊室6","2026-04-03 00:00:00","4","3","星期五","内科","俞峰","20","19","22","1","3"
"7","诊室7","2026-04-03 00:00:00","4","3","星期五","内科","张海霞","18","13","16","5","3"
"8","诊室8","2026-04-03 00:00:00","4","3","星期五","内科","肖园","27","22","30","5","8"
"9","诊室9","2026-04-03 00:00:00","4","3","星期五","肿瘤科","董军","18","17","26","1","9"
"1","诊室1","2026-04-04 00:00:00","4","4","星期六","外科","张晗","27","23","26","4","3"
"10","诊室10","2026-04-04 00:00:00","4","4","星期六","中兽医专科","庞海东","27","23","59","4","36"
"11","诊室11","2026-04-04 00:00:00","4","4","星期六","中兽医专科","林珈好","38","34","35","4","1"
"2","诊室2","2026-04-04 00:00:00","4","4","星期六","外科","郝逸冰","27","25","27","2","2"
"201","诊室12","2026-04-04 00:00:00","4","4","星期六","眼科","李晶","27","26","27","1","1"
"207","诊室14","2026-04-04 00:00:00","4","4","星期六","猫科","黄薇","27","25","29","2","4"
"208","诊室15","2026-04-04 00:00:00","4","4","星期六","皮肤科","李娜","6","5","5","1","0"
"208","诊室15","2026-04-04 00:00:00","4","4","星期六","皮肤科","张迪","19","18","25","1","7"
"210","诊室17","2026-04-04 00:00:00","4","4","星期六","预防医学","张旭銮","40","30","27","10","-3"
"211","诊室18","2026-04-04 00:00:00","4","4","星期六","预防医学","龚炯舟","32","12","10","20","-2"
"3","诊室3","2026-04-04 00:00:00","4","4","星期六","外科","庞茉","27","26","30","1","4"
"4","诊室4","2026-04-04 00:00:00","4","4","星期六","外科","张彬","27","26","31","1","5"
"5","诊室5","2026-04-04 00:00:00","4","4","星期六","神经科","周雪影","27","23","26","4","3"
"6","诊室6","2026-04-04 00:00:00","4","4","星期六","内科","王璐","27","24","27","3","3"
"7","诊室7","2026-04-04 00:00:00","4","4","星期六","内科","王思莹","27","24","35","3","11"
"8","诊室8","2026-04-04 00:00:00","4","4","星期六","心脏科","刘蕾","27","23","30","4","7"
"9","诊室9","2026-04-04 00:00:00","4","4","星期六","肿瘤科","董军","27","25","32","2","7"
"1","诊室1","2026-04-05 00:00:00","4","5","星期日","外科","吕迪","27","24","23","3","-1"
"10","诊室10","2026-04-05 00:00:00","4","5","星期日","内科","张海霞","27","24","24","3","0"
"11","诊室11","2026-04-05 00:00:00","4","5","星期日","中兽医专科","胡宇声","40","36","45","4","9"
"2","诊室2","2026-04-05 00:00:00","4","5","星期日","外科","石昊","27","24","26","3","2"
"201","诊室12","2026-04-05 00:00:00","4","5","星期日","口腔科","郑栋强","27","25","32","2","7"
"207","诊室14","2026-04-05 00:00:00","4","5","星期日","猫科","张琼","27","24","32","3","8"
"208","诊室15","2026-04-05 00:00:00","4","5","星期日","皮肤科","李娜","6","6","6","0","0"
"208","诊室15","2026-04-05 00:00:00","4","5","星期日","皮肤科","刘钢","18","17","18","1","1"
"210","诊室17","2026-04-05 00:00:00","4","5","星期日","预防医学","胡宜","40","18","17","22","-1"
"211","诊室18","2026-04-05 00:00:00","4","5","星期日","预防医学","杨夷鸿","32","13","13","19","0"
"3","诊室3","2026-04-05 00:00:00","4","5","星期日","外科","胡瑭琦","27","25","38","2","13"
"4","诊室4","2026-04-05 00:00:00","4","5","星期日","骨科","孙晓磊","27","26","34","1","8"
"5","诊室5","2026-04-05 00:00:00","4","5","星期日","神经科","阮丽","25","23","25","2","2"
"6","诊室6","2026-04-05 00:00:00","4","5","星期日","内科","邝怡","27","23","29","4","6"
"7","诊室7","2026-04-05 00:00:00","4","5","星期日","内科","田一男","27","26","29","1","3"
"8","诊室8","2026-04-05 00:00:00","4","5","星期日","心脏科","肖园","27","24","35","3","11"
"9","诊室9","2026-04-05 00:00:00","4","5","星期日","肿瘤科","李格宾","24","23","52","1","29"
"1","诊室1","2026-04-06 00:00:00","4","6","星期一","外科","吕迪","27","24","23","3","-1"
"10","诊室10","2026-04-06 00:00:00","4","6","星期一","中兽医专科","庞海东","18","15","27","3","12"
"11","诊室11","2026-04-06 00:00:00","4","6","星期一","中兽医专科","丛心宇","18","16","20","2","4"
"2","诊室2","2026-04-06 00:00:00","4","6","星期一","外科","李晶","18","17","22","1","5"
"206","诊室13","2026-04-06 00:00:00","4","6","星期一","异宠专科","俞峰","16","14","13","2","-1"
"207","诊室14","2026-04-06 00:00:00","4","6","星期一","内科","刘小萍","18","14","24","4","10"
"208","诊室15","2026-04-06 00:00:00","4","6","星期一","皮肤科","胡燕丽","27","26","31","1","5"
"209","诊室16","2026-04-06 00:00:00","4","6","星期一","内科","于咏兰","18","14","17","4","3"
"210","诊室17","2026-04-06 00:00:00","4","6","星期一","预防医学","杨夷鸿","40","29","25","11","-4"
"211","诊室18","2026-04-06 00:00:00","4","6","星期一","外科","乔康佳","6","6","7","0","1"
"3","诊室3","2026-04-06 00:00:00","4","6","星期一","外科","孙晓磊","18","17","22","1","5"
"4","诊室4","2026-04-06 00:00:00","4","6","星期一","骨科","袁占奎","17","16","19","1","3"
"5","诊室5","2026-04-06 00:00:00","4","6","星期一","神经科","高健","18","16","19","2","3"
"6","诊室6","2026-04-06 00:00:00","4","6","星期一","内科","黄薇","27","25","31","2","6"
"7","诊室7","2026-04-06 00:00:00","4","6","星期一","内科","张馨月","27","27","35","0","8"
"8","诊室8","2026-04-06 00:00:00","4","6","星期一","心脏科","刘波","18","16","22","2","6"
"9","诊室9","2026-04-06 00:00:00","4","6","星期一","肿瘤科","彭雨佳","18","17","27","1","10"
"1","诊室1","2026-04-07 00:00:00","4","7","星期二","外科","郝逸冰","18","14","17","4","3"
"10","诊室10","2026-04-07 00:00:00","4","7","星期二","中兽医专科","庞海东","18","17","34","1","17"
"11","诊室11","2026-04-07 00:00:00","4","7","星期二","中兽医专科","林如莹","21","21","23","0","2"
"2","诊室2","2026-04-07 00:00:00","4","7","星期二","外科","张彬","27","26","26","1","0"
"201","诊室12","2026-04-07 00:00:00","4","7","星期二","眼科","胡瑭琦","18","15","19","3","4"
"206","诊室13","2026-04-07 00:00:00","4","7","星期二","异宠专科","马文","12","12","16","0","4"
"207","诊室14","2026-04-07 00:00:00","4","7","星期二","中兽医专科","范开","18","8","10","10","2"
"208","诊室15","2026-04-07 00:00:00","4","7","星期二","皮肤科","林嘉宝","27","26","27","1","1"
"209","诊室16","2026-04-07 00:00:00","4","7","星期二","内科","于咏兰","18","17","15","1","-2"
"210","诊室17","2026-04-07 00:00:00","4","7","星期二","预防医学","龚炯舟","40","25","19","15","-6"
"211","诊室18","2026-04-07 00:00:00","4","7","星期二","外科","张姝婧","6","6","7","0","1"
"3","诊室3","2026-04-07 00:00:00","4","7","星期二","外科","薛琴","18","18","17","0","-1"
"4","诊室4","2026-04-07 00:00:00","4","7","星期二","骨科","关珊","18","16","19","2","3"
"5","诊室5","2026-04-07 00:00:00","4","7","星期二","神经科","阮丽","16","14","13","2","-1"
"6","诊室6","2026-04-07 00:00:00","4","7","星期二","内科","王璐","27","24","30","3","6"
"7","诊室7","2026-04-07 00:00:00","4","7","星期二","内科","陈艳云","18","17","26","1","9"
"8","诊室8","2026-04-07 00:00:00","4","7","星期二","内科","陆梓杰","18","17","21","1","4"
"9","诊室9","2026-04-07 00:00:00","4","7","星期二","肿瘤科","彭雨佳","27","27","34","0","7"
"1","诊室1","2026-04-08 00:00:00","4","8","星期三","外科","张晗","18","17","16","1","-1"
"10","诊室10","2026-04-08 00:00:00","4","8","星期三","中兽医专科","庞海东","18","18","45","0","27"
"11","诊室11","2026-04-08 00:00:00","4","8","星期三","中兽医专科","丛心宇","18","17","19","1","2"
"2","诊室2","2026-04-08 00:00:00","4","8","星期三","外科","汪艺玮","27","24","24","3","0"
"201","诊室12","2026-04-08 00:00:00","4","8","星期三","口腔科","朱军","18","17","25","1","8"
"207","诊室14","2026-04-08 00:00:00","4","8","星期三","内科","陈艳云","18","16","20","2","4"
"208","诊室15","2026-04-08 00:00:00","4","8","星期三","皮肤科","李娜","20","18","22","2","4"
"210","诊室17","2026-04-08 00:00:00","4","8","星期三","预防医学","王美磷","40","20","19","20","-1"
"3","诊室3","2026-04-08 00:00:00","4","8","星期三","外科","薛琴","18","17","20","1","3"
"4","诊室4","2026-04-08 00:00:00","4","8","星期三","外科","石磊","18","18","28","0","10"
"5","诊室5","2026-04-08 00:00:00","4","8","星期三","神经科","高健","27","19","22","8","3"
"6","诊室6","2026-04-08 00:00:00","4","8","星期三","内科","陆梓杰","27","17","20","10","3"
"7","诊室7","2026-04-08 00:00:00","4","8","星期三","内科","刘小萍","18","14","26","4","12"
"8","诊室8","2026-04-08 00:00:00","4","8","星期三","内科","吴璇","27","21","24","6","3"
"9","诊室9","2026-04-08 00:00:00","4","8","星期三","肿瘤科","李祎宇","27","24","32","3","8"
"1","诊室1","2026-04-09 00:00:00","4","9","星期四","外科","庞茉","27","23","27","4","4"
"10","诊室10","2026-04-09 00:00:00","4","9","星期四","内科","孙艳争","18","16","21","2","5"
"11","诊室11","2026-04-09 00:00:00","4","9","星期四","中兽医专科","钟沅","20","19","15","1","-4"
"2","诊室2","2026-04-09 00:00:00","4","9","星期四","外科","成安慰","18","18","17","0","-1"
"201","诊室12","2026-04-09 00:00:00","4","9","星期四","眼科","李晶","18","18","20","0","2"
"207","诊室14","2026-04-09 00:00:00","4","9","星期四","猫科","杨文娟","18","14","16","4","2"
"208","诊室15","2026-04-09 00:00:00","4","9","星期四","皮肤科","胡燕丽","27","26","33","1","7"
"209","诊室16","2026-04-09 00:00:00","4","9","星期四","外科","关珊","6","6","6","0","0"
"210","诊室17","2026-04-09 00:00:00","4","9","星期四","预防医学","付钶钇","40","13","11","27","-2"
"3","诊室3","2026-04-09 00:00:00","4","9","星期四","外科","薛琴","18","18","21","0","3"
"4","诊室4","2026-04-09 00:00:00","4","9","星期四","外科","郑栋强","18","16","20","2","4"
"5","诊室5","2026-04-09 00:00:00","4","9","星期四","神经科","张志轩","18","14","15","4","1"
"6","诊室6","2026-04-09 00:00:00","4","9","星期四","内科","张琼","27","24","33","3","9"
"7","诊室7","2026-04-09 00:00:00","4","9","星期四","内科","林婧","12","11","12","1","1"
"8","诊室8","2026-04-09 00:00:00","4","9","星期四","内科","肖园","18","15","24","3","9"
"9","诊室9","2026-04-09 00:00:00","4","9","星期四","肿瘤科","李祎宇","27","22","26","5","4"
"1","诊室1","2026-04-10 00:00:00","4","10","星期五","外科","胡瑭琦","27","26","33","1","7"
"10","诊室10","2026-04-10 00:00:00","4","10","星期五","中兽医专科","钟沅","20","12","14","8","2"
"11","诊室11","2026-04-10 00:00:00","4","10","星期五","中兽医专科","林如莹","21","20","22","1","2"
"201","诊室12","2026-04-10 00:00:00","4","10","星期五","外科","徐焕明","6","5","3","1","-2"
"206","诊室13","2026-04-10 00:00:00","4","10","星期五","内科","孙艳争","18","16","18","2","2"
"207","诊室14","2026-04-10 00:00:00","4","10","星期五","猫科","陈艳云","18","15","22","3","7"
"208","诊室15","2026-04-10 00:00:00","4","10","星期五","皮肤科","林嘉宝","27","24","28","3","4"
"209","诊室16","2026-04-10 00:00:00","4","10","星期五","肿瘤科","王丽丽","18","18","18","0","0"
"210","诊室17","2026-04-10 00:00:00","4","10","星期五","预防医学","胡宜","40","19","25","21","6"
"3","诊室3","2026-04-10 00:00:00","4","10","星期五","外科","郝逸冰","18","16","20","2","4"
"4","诊室4","2026-04-10 00:00:00","4","10","星期五","外科","关珊","27","16","19","11","3"
"5","诊室5","2026-04-10 00:00:00","4","10","星期五","神经科","周雪影","18","16","16","2","0"
"7","诊室7","2026-04-10 00:00:00","4","10","星期五","内科","张海霞","18","15","17","3","2"
"8","诊室8","2026-04-10 00:00:00","4","10","星期五","内科","蒋玉洁","27","23","30","4","7"
"9","诊室9","2026-04-10 00:00:00","4","10","星期五","肿瘤科","董军","18","17","23","1","6"
"1","诊室1","2026-04-11 00:00:00","4","11","星期六","外科","吕迪","27","27","30","0","3"
"10","诊室10","2026-04-11 00:00:00","4","11","星期六","中兽医专科","庞海东","27","23","64","4","41"
"11","诊室11","2026-04-11 00:00:00","4","11","星期六","中兽医专科","林珈好","38","34","38","4","4"
"2","诊室2","2026-04-11 00:00:00","4","11","星期六","外科","石昊","27","24","26","3","2"
"201","诊室12","2026-04-11 00:00:00","4","11","星期六","眼科","庞茉","27","24","32","3","8"
"207","诊室14","2026-04-11 00:00:00","4","11","星期六","猫科","黄薇","27","23","26","4","3"
"208","诊室15","2026-04-11 00:00:00","4","11","星期六","皮肤科","李娜","6","6","7","0","1"
"208","诊室15","2026-04-11 00:00:00","4","11","星期六","皮肤科","张迪","19","17","24","2","7"
"209","诊室16","2026-04-11 00:00:00","4","11","星期六","内科","田一男","16","14","20","2","6"
"210","诊室17","2026-04-11 00:00:00","4","11","星期六","预防医学","刘煜萱","40","23","23","17","0"
"211","诊室18","2026-04-11 00:00:00","4","11","星期六","预防医学","裴颖","32","27","26","5","-1"
"3","诊室3","2026-04-11 00:00:00","4","11","星期六","外科","薛琴","18","17","22","1","5"
"4","诊室4","2026-04-11 00:00:00","4","11","星期六","骨科","张彬","27","25","35","2","10"
"5","诊室5","2026-04-11 00:00:00","4","11","星期六","神经科","周雪影","27","24","27","3","3"
"6","诊室6","2026-04-11 00:00:00","4","11","星期六","内科","王璐","27","25","30","2","5"
"7","诊室7","2026-04-11 00:00:00","4","11","星期六","内科","王思莹","27","22","28","5","6"
"8","诊室8","2026-04-11 00:00:00","4","11","星期六","心脏科","刘蕾","27","23","27","4","4"
"9","诊室9","2026-04-11 00:00:00","4","11","星期六","肿瘤科","董军","27","27","38","0","11"
"1","诊室1","2026-04-12 00:00:00","4","12","星期日","外科","李艺","27","27","34","0","7"
"10","诊室10","2026-04-12 00:00:00","4","12","星期日","内科","刘波","27","25","27","2","2"
"11","诊室11","2026-04-12 00:00:00","4","12","星期日","中兽医专科","胡宇声","40","40","54","0","14"
"2","诊室2","2026-04-12 00:00:00","4","12","星期日","外科","张晗","27","25","28","2","3"
"201","诊室12","2026-04-12 00:00:00","4","12","星期日","口腔科","郑栋强","27","25","28","2","3"
"206","诊室13","2026-04-12 00:00:00","4","12","星期日","内科","王帅玉","18","16","16","2","0"
"207","诊室14","2026-04-12 00:00:00","4","12","星期日","猫科","张琼","27","26","31","1","5"
"208","诊室15","2026-04-12 00:00:00","4","12","星期日","皮肤科","刘钢","27","17","6","10","-11"
"209","诊室16","2026-04-12 00:00:00","4","12","星期日","内科","王丽丽","16","14","25","2","11"
"210","诊室17","2026-04-12 00:00:00","4","12","星期日","预防医学","尚德智","40","21","20","19","-1"
"211","诊室18","2026-04-12 00:00:00","4","12","星期日","预防医学","雷舒婷","32","24","23","8","-1"
"3","诊室3","2026-04-12 00:00:00","4","12","星期日","外科","季玲西","27","22","24","5","2"
"4","诊室4","2026-04-12 00:00:00","4","12","星期日","骨科","孙晓磊","27","26","25","1","-1"
"5","诊室5","2026-04-12 00:00:00","4","12","星期日","神经科","阮丽","25","24","29","1","5"
"6","诊室6","2026-04-12 00:00:00","4","12","星期日","内科","邝怡","27","23","26","4","3"
"7","诊室7","2026-04-12 00:00:00","4","12","星期日","内科","张海霞","27","26","32","1","6"
"8","诊室8","2026-04-12 00:00:00","4","12","星期日","心脏科","肖园","27","23","34","4","11"
"9","诊室9","2026-04-12 00:00:00","4","12","星期日","肿瘤科","李格宾","27","26","66","1","40"
"1","诊室1","2026-04-13 00:00:00","4","13","星期一","外科","郝逸冰","27","26","27","1","1"
"10","诊室10","2026-04-13 00:00:00","4","13","星期一","中兽医专科","庞海东","18","18","39","0","21"
"11","诊室11","2026-04-13 00:00:00","4","13","星期一","中兽医专科","丛心宇","18","11","14","7","3"
"2","诊室2","2026-04-13 00:00:00","4","13","星期一","外科","孙晓磊","18","15","16","3","1"
"201","诊室12","2026-04-13 00:00:00","4","13","星期一","外科","李晶","18","17","22","1","5"
"206","诊室13","2026-04-13 00:00:00","4","13","星期一","外科","李慧","27","25","23","2","-2"
"207","诊室14","2026-04-13 00:00:00","4","13","星期一","内科","孙艳争","18","17","18","1","1"
"208","诊室15","2026-04-13 00:00:00","4","13","星期一","皮肤科","刘钢","27","23","22","4","-1"
"209","诊室16","2026-04-13 00:00:00","4","13","星期一","内科","林婧","6","6","8","0","2"
"210","诊室17","2026-04-13 00:00:00","4","13","星期一","预防医学","裴颖","40","21","20","19","-1"
