日期,医生等级,每日病例量,每日总费用,每日费用病例比,该等级医生数量,工作日/周末
2025-12-04,初级,8.0,4527.5,565.94,4,工作日
2025-12-04,预备,5.33,2440.0,457.5,3,工作日
2025-12-04,高级,19.0,8270.0,435.26,1,工作日
2025-12-05,中级,15.5,8361.5,539.45,4,工作日
2025-12-05,初级,15.0,8999.0,599.93,2,工作日
2025-12-05,预备,7.0,4256.0,608.0,5,工作日
2025-12-05,高级,15.0,6780.0,452.0,1,工作日
2025-12-06,中级,18.0,9890.0,549.44,1,周末
2025-12-06,初级,14.33,7713.33,538.14,3,周末
2025-12-06,预备,6.67,3343.33,501.5,3,周末
2025-12-06,高级,19.5,9373.0,480.67,2,周末
2025-12-07,中级,20.0,10437.0,521.85,2,周末
2025-12-07,初级,17.5,8390.0,479.43,2,周末
2025-12-07,预备,8.25,4562.0,552.97,4,周末
2025-12-07,高级,16.0,8986.0,561.62,3,周末
2025-12-08,中级,15.0,6569.0,437.93,4,工作日
2025-12-08,初级,11.67,6942.0,595.03,3,工作日
2025-12-08,预备,7.5,3545.0,472.67,4,工作日
2025-12-08,高级,9.0,4824.67,536.07,3,工作日
2025-12-09,中级,15.0,7963.25,530.88,4,工作日
2025-12-09,初级,12.33,7030.67,570.05,3,工作日
2025-12-09,预备,5.25,2425.5,462.0,4,工作日
2025-12-09,高级,9.5,5413.5,569.84,2,工作日
2025-12-10,中级,15.5,8043.88,518.96,4,工作日
2025-12-10,初级,11.33,6240.0,550.59,3,工作日
2025-12-10,预备,6.8,4222.0,620.88,5,工作日
2025-12-10,高级,21.0,12248.0,583.24,1,工作日
2025-12-11,中级,15.67,8606.67,549.36,3,工作日
2025-12-11,初级,10.67,6143.33,575.94,3,工作日
2025-12-11,预备,4.4,2368.0,538.18,5,工作日
2025-12-11,高级,18.0,9136.0,507.56,1,工作日
2025-12-12,中级,18.67,9966.0,533.89,3,工作日
2025-12-12,初级,6.75,4064.0,602.07,4,工作日
2025-12-12,预备,5.17,2935.0,568.06,6,工作日
2025-12-12,高级,15.0,6140.0,409.33,1,工作日
2025-12-13,中级,21.0,11560.0,550.48,2,周末
2025-12-13,初级,13.0,6890.0,530.0,1,周末
2025-12-13,预备,5.33,3426.67,642.5,3,周末
2025-12-13,高级,12.8,5968.0,466.25,5,周末
2025-12-14,中级,21.0,10464.0,498.29,2,周末
2025-12-14,初级,15.5,8474.0,546.71,2,周末
2025-12-14,预备,6.33,3566.0,563.05,3,周末
2025-12-14,高级,19.33,11516.67,595.69,3,周末
2025-12-15,中级,15.67,9377.33,598.55,3,工作日
2025-12-15,初级,11.0,7610.0,691.82,1,工作日
2025-12-15,预备,5.5,3323.33,604.24,6,工作日
2025-12-15,高级,17.0,8498.0,499.88,2,工作日
2025-12-16,中级,18.5,9384.0,507.24,2,工作日
2025-12-16,初级,12.0,6476.67,539.72,3,工作日
2025-12-16,预备,4.33,2290.0,528.46,6,工作日
2025-12-16,高级,22.0,11379.5,517.25,2,工作日
2025-12-17,中级,16.33,8052.0,492.98,3,工作日
2025-12-17,初级,12.67,5858.67,462.53,3,工作日
2025-12-17,预备,6.0,2690.0,448.33,4,工作日
2025-12-17,高级,17.0,9056.0,532.71,1,工作日
2025-12-18,中级,14.0,7737.0,552.64,4,工作日
2025-12-18,初级,12.0,6210.0,517.5,3,工作日
2025-12-18,预备,6.0,3420.0,570.0,1,工作日
2025-12-18,高级,17.0,9247.0,543.94,1,工作日
2025-12-19,中级,15.33,7603.33,495.87,3,工作日
2025-12-19,初级,11.0,6576.67,597.88,3,工作日
2025-12-19,预备,5.4,2936.0,543.7,5,工作日
2025-12-19,高级,11.0,5170.0,470.0,1,工作日
2025-12-20,中级,14.67,8222.0,560.59,3,周末
2025-12-20,初级,20.0,11720.0,586.0,1,周末
2025-12-20,预备,6.0,2733.33,455.56,3,周末
2025-12-20,高级,23.0,12625.33,548.93,3,周末
2025-12-21,中级,18.5,9699.0,524.27,2,周末
2025-12-21,初级,11.75,5452.0,464.0,4,周末
2025-12-21,预备,7.5,3632.5,484.33,4,周末
2025-12-21,高级,12.4,6146.8,495.71,5,周末
2025-12-22,中级,15.0,7992.0,532.8,2,工作日
2025-12-22,初级,18.0,8188.0,454.89,2,工作日
2025-12-22,预备,6.67,4136.67,620.5,3,工作日
2025-12-22,高级,15.0,7771.0,518.07,2,工作日
2025-12-23,中级,19.0,8948.0,470.95,2,工作日
2025-12-23,初级,13.25,7654.5,577.7,4,工作日
2025-12-23,预备,2.5,950.0,380.0,4,工作日
2025-12-23,高级,11.0,5485.0,498.64,2,工作日
2025-12-24,中级,19.0,9088.0,478.32,3,工作日
2025-12-24,初级,12.67,5579.33,440.47,3,工作日
2025-12-24,预备,5.33,2646.67,496.25,3,工作日
2025-12-24,高级,9.0,5716.0,635.11,2,工作日
2025-12-25,中级,19.0,9804.0,516.0,3,工作日
2025-12-25,初级,11.0,6105.0,555.0,2,工作日
2025-12-25,预备,5.5,2847.5,517.73,4,工作日
2025-12-25,高级,10.5,5259.0,500.86,2,工作日
2025-12-26,中级,17.0,10540.0,620.0,2,工作日
2025-12-26,初级,12.5,6974.0,557.92,2,工作日
2025-12-26,预备,5.5,3837.5,697.73,4,工作日
2025-12-26,高级,9.75,5631.0,577.54,4,工作日
2025-12-27,中级,14.0,8122.67,580.19,3,周末
2025-12-27,初级,14.5,7375.0,508.62,2,周末
2025-12-27,预备,9.67,5026.67,520.0,3,周末
2025-12-27,高级,22.33,11980.67,536.45,3,周末
2025-12-28,中级,17.5,9414.0,537.94,2,周末
2025-12-28,初级,13.0,8100.0,623.08,2,周末
2025-12-28,预备,6.0,3083.33,513.89,3,周末
2025-12-28,高级,15.0,8255.5,550.37,4,周末
2025-12-29,中级,12.33,6011.33,487.41,3,工作日
2025-12-29,初级,15.0,8542.0,569.47,2,工作日
2025-12-29,预备,5.5,2985.0,542.73,4,工作日
2025-12-29,高级,14.33,7830.0,546.28,3,工作日
2025-12-30,中级,17.0,8658.67,509.33,3,工作日
2025-12-30,初级,15.0,7331.33,488.76,3,工作日
2025-12-30,预备,8.0,3835.0,479.38,2,工作日
2025-12-30,高级,29.0,13978.0,482.0,1,工作日
2025-12-31,中级,11.5,5598.0,486.78,2,工作日
2025-12-31,初级,5.67,2800.0,494.12,3,工作日
2025-12-31,预备,2.0,1145.0,572.5,2,工作日
2025-12-31,高级,9.5,5229.0,550.42,2,工作日
2026-01-01,中级,21.0,12063.5,574.45,2,工作日
2026-01-01,初级,12.75,7525.0,590.2,4,工作日
2026-01-01,预备,6.5,4170.0,641.54,2,工作日
2026-01-01,高级,18.0,11742.5,652.36,2,工作日
2026-01-02,中级,18.0,9588.0,532.67,3,工作日
2026-01-02,初级,10.5,6192.5,589.76,4,工作日
2026-01-02,预备,5.5,2635.0,479.09,2,工作日
2026-01-02,高级,15.67,7910.0,504.89,3,工作日
2026-01-03,中级,18.5,10059.0,543.73,2,周末
2026-01-03,初级,14.67,8300.0,565.91,3,周末
2026-01-03,预备,6.67,3303.33,495.5,3,周末
2026-01-03,高级,14.0,7147.0,510.5,4,周末
2026-01-04,中级,12.0,6100.0,508.33,2,周末
2026-01-04,初级,14.33,6713.33,468.37,3,周末
2026-01-04,预备,5.33,2505.0,469.69,6,周末
2026-01-04,高级,14.25,6953.0,487.93,4,周末
2026-01-05,中级,14.5,7280.5,502.1,4,工作日
2026-01-05,初级,12.33,7162.67,580.76,3,工作日
2026-01-05,预备,1.5,490.0,326.67,2,工作日
2026-01-05,高级,11.0,5648.5,513.5,2,工作日
2026-01-06,中级,17.5,8580.0,490.29,2,工作日
2026-01-06,初级,13.33,6340.0,475.5,3,工作日
2026-01-06,预备,8.33,3873.33,464.8,3,工作日
2026-01-06,高级,17.5,9171.5,524.09,2,工作日
2026-01-07,中级,18.5,9993.0,540.16,2,工作日
2026-01-07,初级,12.5,6893.75,551.5,4,工作日
2026-01-07,预备,3.67,2033.33,554.55,3,工作日
2026-01-07,高级,12.0,6451.0,537.58,3,工作日
2026-01-08,中级,12.0,6941.33,578.44,3,工作日
2026-01-08,初级,11.75,6647.0,565.7,4,工作日
2026-01-08,预备,5.5,3534.0,642.55,2,工作日
2026-01-08,高级,8.75,4589.5,524.51,4,工作日
2026-01-09,中级,13.67,6680.67,488.83,3,工作日
2026-01-09,初级,10.25,6217.5,606.59,4,工作日
2026-01-09,预备,5.33,2953.33,553.75,3,工作日
2026-01-09,高级,19.0,11683.0,614.89,2,工作日
2026-01-10,中级,12.0,6600.0,550.0,2,周末
2026-01-10,初级,12.5,6752.0,540.16,4,周末
2026-01-10,预备,10.5,5885.0,560.48,2,周末
2026-01-10,高级,16.5,8974.0,543.88,4,周末
2026-01-11,中级,28.0,15360.0,548.57,1,周末
2026-01-11,初级,14.67,7472.67,509.5,3,周末
2026-01-11,预备,4.8,2430.0,506.25,5,周末
2026-01-11,高级,15.25,8090.5,530.52,4,周末
2026-01-12,中级,16.0,9200.0,575.0,2,工作日
2026-01-12,初级,13.33,7666.67,575.0,3,工作日
2026-01-12,预备,6.33,3390.0,535.26,3,工作日
2026-01-12,高级,13.67,7265.33,531.61,3,工作日
2026-01-13,中级,14.67,8076.0,550.64,3,工作日
2026-01-13,初级,14.0,8342.67,595.9,3,工作日
2026-01-13,预备,8.0,4435.0,554.38,2,工作日
2026-01-13,高级,8.33,4272.0,512.64,3,工作日
2026-01-14,中级,16.67,9296.67,557.8,3,工作日
2026-01-14,初级,14.33,6898.0,481.26,3,工作日
2026-01-14,预备,6.33,3346.67,528.42,3,工作日
2026-01-14,高级,12.0,6836.0,569.67,1,工作日
2026-01-15,中级,14.8,7979.2,539.14,5,工作日
2026-01-15,初级,13.33,7510.0,563.25,3,工作日
2026-01-15,预备,4.33,1910.0,440.77,3,工作日
2026-01-15,高级,14.0,6490.0,463.57,1,工作日
2026-01-16,中级,12.67,6764.0,534.0,3,工作日
2026-01-16,初级,11.5,6950.0,604.35,4,工作日
2026-01-16,预备,4.0,2440.0,610.0,2,工作日
2026-01-16,高级,18.0,10276.0,570.89,1,工作日
2026-01-17,中级,20.5,10639.0,518.98,2,周末
2026-01-17,初级,13.0,7013.33,539.49,3,周末
2026-01-17,预备,9.0,4587.5,509.72,4,周末
2026-01-17,高级,17.33,9148.67,527.81,3,周末
2026-01-18,中级,2.0,1180.0,590.0,1,周末
2026-01-18,初级,13.67,6150.0,450.0,3,周末
2026-01-18,预备,5.75,2809.5,488.61,4,周末
2026-01-18,高级,19.2,9800.8,510.46,5,周末
2026-01-19,中级,12.67,7274.67,574.32,3,工作日
2026-01-19,初级,13.67,6546.67,479.02,3,工作日
2026-01-19,预备,9.67,5613.33,580.69,3,工作日
2026-01-19,高级,18.5,9775.0,528.38,2,工作日
2026-01-20,中级,16.67,8891.33,533.48,3,工作日
2026-01-20,初级,12.5,6375.0,510.0,2,工作日
2026-01-20,预备,8.0,3996.67,499.58,3,工作日
2026-01-20,高级,13.5,7723.0,572.07,2,工作日
2026-01-21,中级,13.0,6969.33,536.1,3,工作日
2026-01-21,初级,13.0,6086.67,468.21,3,工作日
2026-01-21,预备,8.0,4245.0,530.62,2,工作日
2026-01-21,高级,14.67,5986.67,408.18,3,工作日
2026-01-22,中级,19.0,11978.0,630.42,1,工作日
2026-01-22,初级,12.2,6114.0,501.15,5,工作日
2026-01-22,预备,6.0,2726.0,454.33,3,工作日
2026-01-22,高级,16.0,8046.0,502.88,2,工作日
2026-01-23,中级,19.5,10155.0,520.77,2,工作日
2026-01-23,初级,13.67,6856.67,501.71,3,工作日
2026-01-23,预备,7.0,4055.0,579.29,2,工作日
2026-01-23,高级,15.5,7101.5,458.16,2,工作日
2026-01-24,中级,22.0,10631.33,483.24,3,周末
2026-01-24,初级,18.0,8598.0,477.67,1,周末
2026-01-24,预备,5.5,2487.5,452.27,4,周末
2026-01-24,高级,22.0,11667.33,530.33,3,周末
2026-01-25,中级,6.33,3076.67,485.79,3,周末
2026-01-25,初级,15.0,6885.33,459.02,3,周末
2026-01-25,预备,8.5,4099.5,482.29,4,周末
2026-01-25,高级,17.5,8778.5,501.63,4,周末
2026-01-26,中级,19.67,10595.33,538.75,3,工作日
2026-01-26,初级,14.5,7415.0,511.38,2,工作日
2026-01-26,预备,7.6,4213.6,554.42,5,工作日
2026-01-26,高级,22.0,13482.0,612.82,2,工作日
2026-01-27,中级,18.0,9199.0,511.06,2,工作日
2026-01-27,初级,14.0,7618.67,544.19,3,工作日
2026-01-27,预备,7.67,3984.67,519.74,3,工作日
2026-01-27,高级,14.5,8084.5,557.55,2,工作日
2026-01-28,中级,19.0,10018.0,527.26,1,工作日
2026-01-28,初级,15.33,8306.67,541.74,3,工作日
2026-01-28,预备,4.67,2309.33,494.86,3,工作日
2026-01-28,高级,27.5,14030.7,510.21,2,工作日
2026-01-29,中级,17.33,9188.0,530.08,3,工作日
2026-01-29,初级,14.0,7637.33,545.52,3,工作日
2026-01-29,预备,4.33,2226.67,513.85,3,工作日
2026-01-29,高级,8.5,4346.0,511.29,4,工作日
2026-01-30,中级,17.0,9122.0,536.59,2,工作日
2026-01-30,初级,13.0,8926.67,686.67,3,工作日
2026-01-30,预备,1.0,625.0,625.0,2,工作日
2026-01-30,高级,15.5,8163.0,526.65,2,工作日
2026-01-31,中级,22.0,10118.0,459.91,1,周末
2026-01-31,初级,14.0,8233.33,588.1,3,周末
2026-01-31,预备,6.0,2693.33,448.89,3,周末
2026-01-31,高级,14.0,7301.25,521.52,4,周末
